step,epoch,phase,top_pairs,layer_sync,sync_ema,peak_tau,is_peak,streak,win_sum,strong_cnt,trigger,strong_ratio,train_loss,val_loss,val_acc,trig_in_epoch,flops,params
20,2,sync_diag,"[{'post': 1, 'pre': 123, 'score': 0.9449339509010315}, {'post': 5, 'pre': 232, 'score': 0.9449339509010315}, {'post': 5, 'pre': 331, 'score': 0.9449339509010315}, {'post': 3, 'pre': 442, 'score': 0.9449339509010315}, {'post': 5, 'pre': 155, 'score': 0.9449339509010315}, {'post': 5, 'pre': 63, 'score': 0.9449339509010315}, {'post': 3, 'pre': 346, 'score': 0.9449339509010315}, {'post': 5, 'pre': 360, 'score': 0.9449339509010315}, {'post': 5, 'pre': 157, 'score': 0.9449339509010315}, {'post': 5, 'pre': 216, 'score': 0.9449339509010315}, {'post': 5, 'pre': 53, 'score': 0.9449339509010315}, {'post': 3, 'pre': 183, 'score': 0.9449339509010315}, {'post': 5, 'pre': 281, 'score': 0.9449339509010315}, {'post': 3, 'pre': 77, 'score': 0.9449339509010315}, {'post': 5, 'pre': 292, 'score': 0.9449339509010315}, {'post': 5, 'pre': 170, 'score': 0.9449339509010315}, {'post': 5, 'pre': 367, 'score': 0.9449339509010315}, {'post': 5, 'pre': 364, 'score': 0.9449339509010315}, {'post': 5, 'pre': 40, 'score': 0.9449339509010315}, {'post': 1, 'pre': 144, 'score': 0.9449339509010315}]",0.138816237449646,0.12116246191614458,0.08,True,0.0,2181002.0,102931.0,True,0.3926506042480469,,,,,,
21,2,sync_diag,"[{'post': 2, 'pre': 284, 'score': 0.9449339509010315}, {'post': 2, 'pre': 380, 'score': 0.9449339509010315}, {'post': 2, 'pre': 386, 'score': 0.9449339509010315}, {'post': 2, 'pre': 79, 'score': 0.9449339509010315}, {'post': 2, 'pre': 33, 'score': 0.9449339509010315}, {'post': 2, 'pre': 301, 'score': 0.9449339509010315}, {'post': 2, 'pre': 38, 'score': 0.9449339509010315}, {'post': 2, 'pre': 423, 'score': 0.9449339509010315}, {'post': 2, 'pre': 177, 'score': 0.9449339509010315}, {'post': 2, 'pre': 181, 'score': 0.9449339509010315}, {'post': 2, 'pre': 85, 'score': 0.9449339509010315}, {'post': 2, 'pre': 34, 'score': 0.9449339509010315}, {'post': 2, 'pre': 317, 'score': 0.9449339509010315}, {'post': 2, 'pre': 59, 'score': 0.9449339509010315}, {'post': 2, 'pre': 321, 'score': 0.9449339509010315}, {'post': 2, 'pre': 53, 'score': 0.9449339509010315}, {'post': 2, 'pre': 456, 'score': 0.9449339509010315}, {'post': 2, 'pre': 411, 'score': 0.9449339509010315}, {'post': 2, 'pre': 158, 'score': 0.9449339509010315}, {'post': 2, 'pre': 15, 'score': 0.9449339509010315}]",0.1362929344177246,0.12267550916630257,0.08,True,0.0,2284547.0,103545.0,True,0.3949928283691406,,,,,,
22,2,sync_diag,"[{'post': 7, 'pre': 138, 'score': 0.9449339509010315}, {'post': 7, 'pre': 149, 'score': 0.9449339509010315}, {'post': 7, 'pre': 343, 'score': 0.9449339509010315}, {'post': 7, 'pre': 106, 'score': 0.9449339509010315}, {'post': 7, 'pre': 249, 'score': 0.9449339509010315}, {'post': 7, 'pre': 155, 'score': 0.9449339509010315}, {'post': 7, 'pre': 32, 'score': 0.9449339509010315}, {'post': 7, 'pre': 425, 'score': 0.9449339509010315}, {'post': 7, 'pre': 251, 'score': 0.9449339509010315}, {'post': 7, 'pre': 297, 'score': 0.9449339509010315}, {'post': 7, 'pre': 364, 'score': 0.9449339509010315}, {'post': 7, 'pre': 182, 'score': 0.9449339509010315}, {'post': 7, 'pre': 386, 'score': 0.9449339509010315}, {'post': 7, 'pre': 111, 'score': 0.9449339509010315}, {'post': 7, 'pre': 423, 'score': 0.9449339509010315}, {'post': 7, 'pre': 325, 'score': 0.9449339509010315}, {'post': 7, 'pre': 430, 'score': 0.9449339509010315}, {'post': 7, 'pre': 313, 'score': 0.9449339509010315}, {'post': 7, 'pre': 209, 'score': 0.9449339509010315}, {'post': 7, 'pre': 129, 'score': 0.9449339509010315}]",0.13885816931724548,0.12429377518139685,0.08,True,0.0,2393749.0,109202.0,True,0.41657257080078125,,,,,,
23,2,sync_diag,"[{'post': 1, 'pre': 256, 'score': 0.9449339509010315}, {'post': 1, 'pre': 5, 'score': 0.9449339509010315}, {'post': 1, 'pre': 482, 'score': 0.9449339509010315}, {'post': 1, 'pre': 271, 'score': 0.9449339509010315}, {'post': 1, 'pre': 270, 'score': 0.9449339509010315}, {'post': 3, 'pre': 5, 'score': 0.9449339509010315}, {'post': 1, 'pre': 306, 'score': 0.9449339509010315}, {'post': 3, 'pre': 397, 'score': 0.9449339509010315}, {'post': 1, 'pre': 345, 'score': 0.9449339509010315}, {'post': 3, 'pre': 306, 'score': 0.9449339509010315}, {'post': 3, 'pre': 193, 'score': 0.9449339509010315}, {'post': 1, 'pre': 193, 'score': 0.9449339509010315}, {'post': 3, 'pre': 256, 'score': 0.9449339509010315}, {'post': 1, 'pre': 485, 'score': 0.9449339509010315}, {'post': 3, 'pre': 270, 'score': 0.9449339509010315}, {'post': 1, 'pre': 401, 'score': 0.9449339509010315}, {'post': 3, 'pre': 401, 'score': 0.9449339509010315}, {'post': 3, 'pre': 345, 'score': 0.9449339509010315}, {'post': 3, 'pre': 271, 'score': 0.9449339509010315}, {'post': 1, 'pre': 397, 'score': 0.9449339509010315}]",0.13899259269237518,0.12576365693249467,0.08,True,0.0,2504241.0,110492.0,True,0.4214935302734375,,,,,,
24,2,sync_diag,"[{'post': 1, 'pre': 441, 'score': 0.9449339509010315}, {'post': 1, 'pre': 245, 'score': 0.9449339509010315}, {'post': 1, 'pre': 402, 'score': 0.9449339509010315}, {'post': 1, 'pre': 176, 'score': 0.9449339509010315}, {'post': 1, 'pre': 184, 'score': 0.9449339509010315}, {'post': 1, 'pre': 498, 'score': 0.9449339509010315}, {'post': 1, 'pre': 90, 'score': 0.9449339509010315}, {'post': 2, 'pre': 276, 'score': 0.9449339509010315}, {'post': 1, 'pre': 40, 'score': 0.9449339509010315}, {'post': 1, 'pre': 365, 'score': 0.9449339509010315}, {'post': 2, 'pre': 6, 'score': 0.9449339509010315}, {'post': 1, 'pre': 43, 'score': 0.9449339509010315}, {'post': 2, 'pre': 26, 'score': 0.9449339509010315}, {'post': 1, 'pre': 450, 'score': 0.9449339509010315}, {'post': 2, 'pre': 200, 'score': 0.9449339509010315}, {'post': 1, 'pre': 137, 'score': 0.9449339509010315}, {'post': 2, 'pre': 325, 'score': 0.9449339509010315}, {'post': 1, 'pre': 390, 'score': 0.9449339509010315}, {'post': 1, 'pre': 257, 'score': 0.9449339509010315}, {'post': 1, 'pre': 164, 'score': 0.9449339509010315}]",0.138746440410614,0.1270619352803066,0.08,True,0.0,2623777.0,119536.0,True,0.45599365234375,,,,,,
25,2,sync_diag,"[{'post': 1, 'pre': 215, 'score': 0.9449339509010315}, {'post': 1, 'pre': 48, 'score': 0.9449339509010315}, {'post': 4, 'pre': 115, 'score': 0.9449339509010315}, {'post': 4, 'pre': 39, 'score': 0.9449339509010315}, {'post': 1, 'pre': 488, 'score': 0.9449339509010315}, {'post': 4, 'pre': 85, 'score': 0.9449339509010315}, {'post': 4, 'pre': 36, 'score': 0.9449339509010315}, {'post': 4, 'pre': 144, 'score': 0.9449339509010315}, {'post': 1, 'pre': 483, 'score': 0.9449339509010315}, {'post': 4, 'pre': 75, 'score': 0.9449339509010315}, {'post': 4, 'pre': 47, 'score': 0.9449339509010315}, {'post': 1, 'pre': 123, 'score': 0.9449339509010315}, {'post': 4, 'pre': 102, 'score': 0.9449339509010315}, {'post': 4, 'pre': 62, 'score': 0.9449339509010315}, {'post': 4, 'pre': 142, 'score': 0.9449339509010315}, {'post': 4, 'pre': 106, 'score': 0.9449339509010315}, {'post': 4, 'pre': 158, 'score': 0.9449339509010315}, {'post': 4, 'pre': 81, 'score': 0.9449339509010315}, {'post': 1, 'pre': 320, 'score': 0.9449339509010315}, {'post': 1, 'pre': 73, 'score': 0.9449339509010315}]",0.13745655119419098,0.12810139687169503,0.08,True,0.0,2742001.0,118224.0,True,0.45098876953125,,,,,,
26,2,sync_diag,"[{'post': 3, 'pre': 136, 'score': 0.9449339509010315}, {'post': 3, 'pre': 8, 'score': 0.9449339509010315}, {'post': 3, 'pre': 424, 'score': 0.9449339509010315}, {'post': 3, 'pre': 104, 'score': 0.9449339509010315}, {'post': 3, 'pre': 213, 'score': 0.9449339509010315}, {'post': 6, 'pre': 18, 'score': 0.9449339509010315}, {'post': 3, 'pre': 160, 'score': 0.9449339509010315}, {'post': 6, 'pre': 140, 'score': 0.9449339509010315}, {'post': 3, 'pre': 271, 'score': 0.9449339509010315}, {'post': 3, 'pre': 345, 'score': 0.9449339509010315}, {'post': 6, 'pre': 46, 'score': 0.9449339509010315}, {'post': 3, 'pre': 197, 'score': 0.9449339509010315}, {'post': 6, 'pre': 90, 'score': 0.9449339509010315}, {'post': 3, 'pre': 427, 'score': 0.9449339509010315}, {'post': 6, 'pre': 113, 'score': 0.9449339509010315}, {'post': 3, 'pre': 416, 'score': 0.9449339509010315}, {'post': 6, 'pre': 166, 'score': 0.9449339509010315}, {'post': 6, 'pre': 89, 'score': 0.9449339509010315}, {'post': 3, 'pre': 370, 'score': 0.9449339509010315}, {'post': 3, 'pre': 17, 'score': 0.9449339509010315}]",0.13468126952648163,0.1287593841371737,0.08,True,0.0,2850557.0,108556.0,True,0.4141082763671875,,,,,,
26,2,epoch,,,,,,,,,,,0.8639978861808777,0.8417301559448243,61.0,True,0.0,855040.0
27,3,sync_diag,"[{'post': 2, 'pre': 414, 'score': 0.9449339509010315}, {'post': 2, 'pre': 159, 'score': 0.9449339509010315}, {'post': 2, 'pre': 371, 'score': 0.9449339509010315}, {'post': 2, 'pre': 419, 'score': 0.9449339509010315}, {'post': 2, 'pre': 168, 'score': 0.9449339509010315}, {'post': 2, 'pre': 503, 'score': 0.9449339509010315}, {'post': 2, 'pre': 318, 'score': 0.9449339509010315}, {'post': 11, 'pre': 18, 'score': 0.9449339509010315}, {'post': 2, 'pre': 266, 'score': 0.9449339509010315}, {'post': 2, 'pre': 284, 'score': 0.9449339509010315}, {'post': 2, 'pre': 420, 'score': 0.9449339509010315}, {'post': 2, 'pre': 81, 'score': 0.9449339509010315}, {'post': 2, 'pre': 469, 'score': 0.9449339509010315}, {'post': 2, 'pre': 51, 'score': 0.9449339509010315}, {'post': 11, 'pre': 17, 'score': 0.9449339509010315}, {'post': 2, 'pre': 351, 'score': 0.9449339509010315}, {'post': 11, 'pre': 24, 'score': 0.9449339509010315}, {'post': 2, 'pre': 291, 'score': 0.9449339509010315}, {'post': 2, 'pre': 222, 'score': 0.9449339509010315}, {'post': 2, 'pre': 138, 'score': 0.9449339509010315}]",0.13522668182849884,0.1294061139063062,0.08,True,0.0,2959635.0,109078.0,True,0.41609954833984375,,,,,,
28,3,sync_diag,"[{'post': 1, 'pre': 134, 'score': 0.9449339509010315}, {'post': 1, 'pre': 449, 'score': 0.9449339509010315}, {'post': 3, 'pre': 268, 'score': 0.9449339509010315}, {'post': 1, 'pre': 337, 'score': 0.9449339509010315}, {'post': 1, 'pre': 257, 'score': 0.9449339509010315}, {'post': 1, 'pre': 136, 'score': 0.9449339509010315}, {'post': 1, 'pre': 464, 'score': 0.9449339509010315}, {'post': 8, 'pre': 116, 'score': 0.9449339509010315}, {'post': 1, 'pre': 370, 'score': 0.9449339509010315}, {'post': 1, 'pre': 418, 'score': 0.9449339509010315}, {'post': 3, 'pre': 438, 'score': 0.9449339509010315}, {'post': 1, 'pre': 175, 'score': 0.9449339509010315}, {'post': 3, 'pre': 454, 'score': 0.9449339509010315}, {'post': 1, 'pre': 68, 'score': 0.9449339509010315}, {'post': 8, 'pre': 60, 'score': 0.9449339509010315}, {'post': 3, 'pre': 40, 'score': 0.9449339509010315}, {'post': 8, 'pre': 169, 'score': 0.9449339509010315}, {'post': 1, 'pre': 442, 'score': 0.9449339509010315}, {'post': 1, 'pre': 308, 'score': 0.9449339509010315}, {'post': 1, 'pre': 73, 'score': 0.9449339509010315}]",0.13977301120758057,0.13044280363643365,0.08,True,0.0,3069166.0,109531.0,True,0.4178276062011719,,,,,,
29,3,sync_diag,"[{'post': 9, 'pre': 159, 'score': 0.9449339509010315}, {'post': 9, 'pre': 275, 'score': 0.9449339509010315}, {'post': 9, 'pre': 301, 'score': 0.9449339509010315}, {'post': 9, 'pre': 246, 'score': 0.9449339509010315}, {'post': 9, 'pre': 44, 'score': 0.9449339509010315}, {'post': 9, 'pre': 286, 'score': 0.9449339509010315}, {'post': 9, 'pre': 92, 'score': 0.9449339509010315}, {'post': 11, 'pre': 14, 'score': 0.9449339509010315}, {'post': 1, 'pre': 510, 'score': 0.9449339509010315}, {'post': 9, 'pre': 380, 'score': 0.9449339509010315}, {'post': 9, 'pre': 500, 'score': 0.9449339509010315}, {'post': 9, 'pre': 1, 'score': 0.9449339509010315}, {'post': 9, 'pre': 508, 'score': 0.9449339509010315}, {'post': 9, 'pre': 273, 'score': 0.9449339509010315}, {'post': 11, 'pre': 5, 'score': 0.9449339509010315}, {'post': 9, 'pre': 98, 'score': 0.9449339509010315}, {'post': 11, 'pre': 46, 'score': 0.9449339509010315}, {'post': 9, 'pre': 447, 'score': 0.9449339509010315}, {'post': 9, 'pre': 351, 'score': 0.9449339509010315}, {'post': 9, 'pre': 322, 'score': 0.9449339509010315}]",0.13598841428756714,0.130997364701547,0.08,True,0.0,3173987.0,104821.0,True,0.3998603820800781,,,,,,
30,3,sync_diag,"[{'post': 11, 'pre': 441, 'score': 0.9449339509010315}, {'post': 3, 'pre': 143, 'score': 0.9449339509010315}, {'post': 11, 'pre': 218, 'score': 0.9449339509010315}, {'post': 3, 'pre': 372, 'score': 0.9449339509010315}, {'post': 11, 'pre': 73, 'score': 0.9449339509010315}, {'post': 11, 'pre': 461, 'score': 0.9449339509010315}, {'post': 11, 'pre': 17, 'score': 0.9449339509010315}, {'post': 20, 'pre': 66, 'score': 0.9449339509010315}, {'post': 11, 'pre': 68, 'score': 0.9449339509010315}, {'post': 11, 'pre': 334, 'score': 0.9449339509010315}, {'post': 10, 'pre': 241, 'score': 0.9449339509010315}, {'post': 11, 'pre': 256, 'score': 0.9449339509010315}, {'post': 20, 'pre': 24, 'score': 0.9449339509010315}, {'post': 11, 'pre': 449, 'score': 0.9449339509010315}, {'post': 20, 'pre': 42, 'score': 0.9449339509010315}, {'post': 11, 'pre': 166, 'score': 0.9449339509010315}, {'post': 20, 'pre': 130, 'score': 0.9449339509010315}, {'post': 11, 'pre': 388, 'score': 0.9449339509010315}, {'post': 11, 'pre': 308, 'score': 0.9449339509010315}, {'post': 11, 'pre': 46, 'score': 0.9449339509010315}]",0.13493305444717407,0.1313909336761097,0.08,True,0.0,3282214.0,108227.0,True,0.4128532409667969,,,,,,
31,3,sync_diag,"[{'post': 13, 'pre': 220, 'score': 0.9449339509010315}, {'post': 13, 'pre': 461, 'score': 0.9449339509010315}, {'post': 23, 'pre': 108, 'score': 0.9449339509010315}, {'post': 23, 'pre': 129, 'score': 0.9449339509010315}, {'post': 15, 'pre': 442, 'score': 0.9449339509010315}, {'post': 23, 'pre': 120, 'score': 0.9449339509010315}, {'post': 23, 'pre': 82, 'score': 0.9449339509010315}, {'post': 23, 'pre': 249, 'score': 0.9449339509010315}, {'post': 23, 'pre': 26, 'score': 0.9449339509010315}, {'post': 23, 'pre': 52, 'score': 0.9449339509010315}, {'post': 23, 'pre': 172, 'score': 0.9449339509010315}, {'post': 15, 'pre': 239, 'score': 0.9449339509010315}, {'post': 23, 'pre': 177, 'score': 0.9449339509010315}, {'post': 23, 'pre': 111, 'score': 0.9449339509010315}, {'post': 23, 'pre': 204, 'score': 0.9449339509010315}, {'post': 23, 'pre': 92, 'score': 0.9449339509010315}, {'post': 23, 'pre': 275, 'score': 0.9449339509010315}, {'post': 23, 'pre': 75, 'score': 0.9449339509010315}, {'post': 15, 'pre': 378, 'score': 0.9449339509010315}, {'post': 13, 'pre': 23, 'score': 0.9449339509010315}]",0.13990060985088348,0.1322419012935871,0.08,True,0.0,3390453.0,108239.0,True,0.4128990173339844,,,,,,
32,3,sync_diag,"[{'post': 1, 'pre': 17, 'score': 0.9449339509010315}, {'post': 1, 'pre': 123, 'score': 0.9449339509010315}, {'post': 6, 'pre': 43, 'score': 0.9449339509010315}, {'post': 1, 'pre': 56, 'score': 0.9449339509010315}, {'post': 1, 'pre': 167, 'score': 0.9449339509010315}, {'post': 1, 'pre': 67, 'score': 0.9449339509010315}, {'post': 1, 'pre': 211, 'score': 0.9449339509010315}, {'post': 6, 'pre': 164, 'score': 0.9449339509010315}, {'post': 1, 'pre': 130, 'score': 0.9449339509010315}, {'post': 1, 'pre': 263, 'score': 0.9449339509010315}, {'post': 1, 'pre': 290, 'score': 0.9449339509010315}, {'post': 0, 'pre': 245, 'score': 0.9449339509010315}, {'post': 1, 'pre': 348, 'score': 0.9449339509010315}, {'post': 1, 'pre': 57, 'score': 0.9449339509010315}, {'post': 6, 'pre': 78, 'score': 0.9449339509010315}, {'post': 1, 'pre': 481, 'score': 0.9449339509010315}, {'post': 6, 'pre': 165, 'score': 0.9449339509010315}, {'post': 1, 'pre': 462, 'score': 0.9449339509010315}, {'post': 1, 'pre': 175, 'score': 0.9449339509010315}, {'post': 1, 'pre': 90, 'score': 0.9449339509010315}]",0.13784906268119812,0.1328026174323482,0.08,True,0.0,3490441.0,99988.0,True,0.3814239501953125,,,,,,
33,3,sync_diag,"[{'post': 5, 'pre': 72, 'score': 0.9449339509010315}, {'post': 5, 'pre': 107, 'score': 0.9449339509010315}, {'post': 11, 'pre': 388, 'score': 0.9449339509010315}, {'post': 11, 'pre': 464, 'score': 0.9449339509010315}, {'post': 11, 'pre': 164, 'score': 0.9449339509010315}, {'post': 11, 'pre': 450, 'score': 0.9449339509010315}, {'post': 5, 'pre': 233, 'score': 0.9449339509010315}, {'post': 15, 'pre': 454, 'score': 0.9449339509010315}, {'post': 11, 'pre': 193, 'score': 0.9449339509010315}, {'post': 11, 'pre': 197, 'score': 0.9449339509010315}, {'post': 13, 'pre': 402, 'score': 0.9449339509010315}, {'post': 5, 'pre': 430, 'score': 0.9449339509010315}, {'post': 13, 'pre': 454, 'score': 0.9449339509010315}, {'post': 11, 'pre': 416, 'score': 0.9449339509010315}, {'post': 15, 'pre': 402, 'score': 0.9449339509010315}, {'post': 11, 'pre': 384, 'score': 0.9449339509010315}, {'post': 26, 'pre': 83, 'score': 0.9449339509010315}, {'post': 11, 'pre': 308, 'score': 0.9449339509010315}, {'post': 11, 'pre': 5, 'score': 0.9449339509010315}, {'post': 5, 'pre': 404, 'score': 0.9449339509010315}]",0.1404404491186142,0.1335664006009748,0.08,True,0.0,3608978.0,118537.0,True,0.4521827697753906,,,,,,
34,3,sync_diag,"[{'post': 5, 'pre': 41, 'score': 0.9449339509010315}, {'post': 5, 'pre': 110, 'score': 0.9449339509010315}, {'post': 5, 'pre': 377, 'score': 0.9449339509010315}, {'post': 5, 'pre': 116, 'score': 0.9449339509010315}, {'post': 5, 'pre': 285, 'score': 0.9449339509010315}, {'post': 5, 'pre': 364, 'score': 0.9449339509010315}, {'post': 5, 'pre': 39, 'score': 0.9449339509010315}, {'post': 5, 'pre': 477, 'score': 0.9449339509010315}, {'post': 5, 'pre': 265, 'score': 0.9449339509010315}, {'post': 5, 'pre': 331, 'score': 0.9449339509010315}, {'post': 5, 'pre': 91, 'score': 0.9449339509010315}, {'post': 5, 'pre': 298, 'score': 0.9449339509010315}, {'post': 5, 'pre': 169, 'score': 0.9449339509010315}, {'post': 5, 'pre': 62, 'score': 0.9449339509010315}, {'post': 5, 'pre': 463, 'score': 0.9449339509010315}, {'post': 5, 'pre': 125, 'score': 0.9449339509010315}, {'post': 5, 'pre': 497, 'score': 0.9449339509010315}, {'post': 5, 'pre': 419, 'score': 0.9449339509010315}, {'post': 5, 'pre': 412, 'score': 0.9449339509010315}, {'post': 5, 'pre': 138, 'score': 0.9449339509010315}]",0.13994869589805603,0.13420463013068293,0.08,True,0.0,3722359.0,113381.0,True,0.4325141906738281,,,,,,
35,3,sync_diag,"[{'post': 1, 'pre': 145, 'score': 0.9449339509010315}, {'post': 1, 'pre': 17, 'score': 0.9449339509010315}, {'post': 1, 'pre': 283, 'score': 0.9449339509010315}, {'post': 1, 'pre': 189, 'score': 0.9449339509010315}, {'post': 1, 'pre': 212, 'score': 0.9449339509010315}, {'post': 1, 'pre': 315, 'score': 0.9449339509010315}, {'post': 1, 'pre': 90, 'score': 0.9449339509010315}, {'post': 11, 'pre': 24, 'score': 0.9449339509010315}, {'post': 1, 'pre': 213, 'score': 0.9449339509010315}, {'post': 1, 'pre': 370, 'score': 0.9449339509010315}, {'post': 1, 'pre': 46, 'score': 0.9449339509010315}, {'post': 1, 'pre': 48, 'score': 0.9449339509010315}, {'post': 1, 'pre': 457, 'score': 0.9449339509010315}, {'post': 1, 'pre': 185, 'score': 0.9449339509010315}, {'post': 1, 'pre': 464, 'score': 0.9449339509010315}, {'post': 1, 'pre': 255, 'score': 0.9449339509010315}, {'post': 15, 'pre': 24, 'score': 0.9449339509010315}, {'post': 1, 'pre': 442, 'score': 0.9449339509010315}, {'post': 1, 'pre': 248, 'score': 0.9449339509010315}, {'post': 1, 'pre': 43, 'score': 0.9449339509010315}]",0.14011603593826294,0.13479577071144094,0.08,True,0.0,3823985.0,101626.0,True,0.38767242431640625,,,,,,
36,3,sync_diag,"[{'post': 7, 'pre': 60, 'score': 0.9449339509010315}, {'post': 7, 'pre': 52, 'score': 0.9449339509010315}, {'post': 7, 'pre': 232, 'score': 0.9449339509010315}, {'post': 7, 'pre': 72, 'score': 0.9449339509010315}, {'post': 7, 'pre': 126, 'score': 0.9449339509010315}, {'post': 7, 'pre': 108, 'score': 0.9449339509010315}, {'post': 7, 'pre': 110, 'score': 0.9449339509010315}, {'post': 7, 'pre': 281, 'score': 0.9449339509010315}, {'post': 7, 'pre': 33, 'score': 0.9449339509010315}, {'post': 7, 'pre': 298, 'score': 0.9449339509010315}, {'post': 7, 'pre': 86, 'score': 0.9449339509010315}, {'post': 7, 'pre': 116, 'score': 0.9449339509010315}, {'post': 7, 'pre': 129, 'score': 0.9449339509010315}, {'post': 7, 'pre': 53, 'score': 0.9449339509010315}, {'post': 7, 'pre': 211, 'score': 0.9449339509010315}, {'post': 7, 'pre': 173, 'score': 0.9449339509010315}, {'post': 7, 'pre': 356, 'score': 0.9449339509010315}, {'post': 7, 'pre': 338, 'score': 0.9449339509010315}, {'post': 7, 'pre': 297, 'score': 0.9449339509010315}, {'post': 7, 'pre': 11, 'score': 0.9449339509010315}]",0.13594475388526917,0.13491066902882376,0.08,True,0.0,3925798.0,101813.0,True,0.3883857727050781,,,,,,
37,3,sync_diag,"[{'post': 1, 'pre': 43, 'score': 0.9449339509010315}, {'post': 1, 'pre': 7, 'score': 0.9449339509010315}, {'post': 1, 'pre': 397, 'score': 0.9449339509010315}, {'post': 1, 'pre': 400, 'score': 0.9449339509010315}, {'post': 1, 'pre': 71, 'score': 0.9449339509010315}, {'post': 1, 'pre': 312, 'score': 0.9449339509010315}, {'post': 1, 'pre': 145, 'score': 0.9449339509010315}, {'post': 1, 'pre': 457, 'score': 0.9449339509010315}, {'post': 1, 'pre': 256, 'score': 0.9449339509010315}, {'post': 1, 'pre': 366, 'score': 0.9449339509010315}, {'post': 1, 'pre': 160, 'score': 0.9449339509010315}, {'post': 1, 'pre': 334, 'score': 0.9449339509010315}, {'post': 1, 'pre': 429, 'score': 0.9449339509010315}, {'post': 1, 'pre': 90, 'score': 0.9449339509010315}, {'post': 1, 'pre': 433, 'score': 0.9449339509010315}, {'post': 1, 'pre': 314, 'score': 0.9449339509010315}, {'post': 3, 'pre': 121, 'score': 0.9449339509010315}, {'post': 1, 'pre': 390, 'score': 0.9449339509010315}, {'post': 1, 'pre': 337, 'score': 0.9449339509010315}, {'post': 1, 'pre': 288, 'score': 0.9449339509010315}]",0.1373383104801178,0.13515343317395317,0.08,True,0.0,4025512.0,99714.0,True,0.38037872314453125,,,,,,
38,3,sync_diag,"[{'post': 19, 'pre': 335, 'score': 0.9449339509010315}, {'post': 19, 'pre': 308, 'score': 0.9449339509010315}, {'post': 20, 'pre': 255, 'score': 0.9449339509010315}, {'post': 20, 'pre': 334, 'score': 0.9449339509010315}, {'post': 15, 'pre': 137, 'score': 0.9449339509010315}, {'post': 20, 'pre': 287, 'score': 0.9449339509010315}, {'post': 20, 'pre': 8, 'score': 0.9449339509010315}, {'post': 23, 'pre': 37, 'score': 0.9449339509010315}, {'post': 20, 'pre': 83, 'score': 0.9449339509010315}, {'post': 20, 'pre': 121, 'score': 0.9449339509010315}, {'post': 20, 'pre': 433, 'score': 0.9449339509010315}, {'post': 20, 'pre': 48, 'score': 0.9449339509010315}, {'post': 20, 'pre': 435, 'score': 0.9449339509010315}, {'post': 20, 'pre': 271, 'score': 0.9449339509010315}, {'post': 20, 'pre': 441, 'score': 0.9449339509010315}, {'post': 20, 'pre': 218, 'score': 0.9449339509010315}, {'post': 23, 'pre': 86, 'score': 0.9449339509010315}, {'post': 20, 'pre': 166, 'score': 0.9449339509010315}, {'post': 20, 'pre': 76, 'score': 0.9449339509010315}, {'post': 19, 'pre': 326, 'score': 0.9449339509010315}]",0.13772444427013397,0.13541053428357125,0.08,True,0.0,4133643.0,108131.0,True,0.4124870300292969,,,,,,
39,3,sync_diag,"[{'post': 7, 'pre': 162, 'score': 0.9449339509010315}, {'post': 7, 'pre': 13, 'score': 0.9449339509010315}, {'post': 7, 'pre': 142, 'score': 0.9449339509010315}, {'post': 7, 'pre': 227, 'score': 0.9449339509010315}, {'post': 7, 'pre': 45, 'score': 0.9449339509010315}, {'post': 7, 'pre': 182, 'score': 0.9449339509010315}, {'post': 7, 'pre': 81, 'score': 0.9449339509010315}, {'post': 7, 'pre': 297, 'score': 0.9449339509010315}, {'post': 7, 'pre': 79, 'score': 0.9449339509010315}, {'post': 7, 'pre': 338, 'score': 0.9449339509010315}, {'post': 7, 'pre': 231, 'score': 0.9449339509010315}, {'post': 7, 'pre': 38, 'score': 0.9449339509010315}, {'post': 7, 'pre': 249, 'score': 0.9449339509010315}, {'post': 7, 'pre': 181, 'score': 0.9449339509010315}, {'post': 7, 'pre': 278, 'score': 0.9449339509010315}, {'post': 7, 'pre': 118, 'score': 0.9449339509010315}, {'post': 7, 'pre': 371, 'score': 0.9449339509010315}, {'post': 7, 'pre': 364, 'score': 0.9449339509010315}, {'post': 7, 'pre': 325, 'score': 0.9449339509010315}, {'post': 7, 'pre': 32, 'score': 0.9449339509010315}]",0.1384361982345581,0.13571310067866993,0.08,True,0.0,4237059.0,103416.0,True,0.394500732421875,,,,,,
39,3,epoch,,,,,,,,,,,0.8923156023025512,1.1970924186706542,47.0,True,0.0,855040.0
